"[tensor([[    78,     91,    145,  ...,      0,      0, 182784]]), tensor([[1]])]",182784,0.9999951,49,0.9999951
"[tensor([[   78,    91,    81,  ...,     0,     0, 49544]]), tensor([[1]])]",49544,0.5843559,49,0.5843559
"[tensor([[   78,    91,   145,  ...,     0,     0, 77824]]), tensor([[1]])]",77824,0.9993074,49,0.9993074
"[tensor([[     78,      91,     145,  ...,       0,       0, 1528764]]), tensor([[1]])]",1528764,0.9999963,49,0.9999963
"[tensor([[    78,     91,     81,  ...,      0,      0, 890660]]), tensor([[1]])]",890660,0.88277924,49,0.88277924
"[tensor([[   78,    91,   145,  ...,     0,     0, 57344]]), tensor([[1]])]",57344,0.9999429,49,0.9966383
"[tensor([[   78,    91,   145,  ...,     0,     0, 32768]]), tensor([[1]])]",32768,0.9999461,49,0.9999461
"[tensor([[    78,     91,     81,  ...,      0,      0, 834608]]), tensor([[1]])]",834608,0.9986161,49,0.998604
"[tensor([[   78,    91,   145,  ...,     0,     0, 86016]]), tensor([[1]])]",86016,0.99762625,49,0.99737513
"[tensor([[     78,      91,     145,  ...,       0,       0, 1865767]]), tensor([[1]])]",1865767,1.0,49,1.0
"[tensor([[   78,    91,   145,  ...,     0,     0, 87588]]), tensor([[1]])]",87588,1.0,49,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 540306]]), tensor([[1]])]",540306,0.999884,49,0.999884
"[tensor([[   78,    91,   145,  ...,     0,     0, 16742]]), tensor([[1]])]",16742,0.98843634,49,0.98843634
"[tensor([[   78,    91,   145,  ...,     0,     0, 72704]]), tensor([[1]])]",72704,0.9998129,49,0.99981076
"[tensor([[    78,     91,    145,  ...,      0,      0, 634638]]), tensor([[1]])]",634638,1.0,49,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 565248]]), tensor([[1]])]",565248,1.0,49,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 159256]]), tensor([[1]])]",159256,0.97551924,49,0.82839316
"[tensor([[    78,     91,    145,  ...,      0,      0, 848786]]), tensor([[1]])]",848786,0.99849343,49,0.99849343
"[tensor([[   78,    91,   145,  ...,     0,     0, 47104]]), tensor([[1]])]",47104,0.99901426,49,0.9990069
"[tensor([[   78,    91,   145,  ...,     0,     0, 19968]]), tensor([[1]])]",19968,0.99456376,49,0.99444723
"[tensor([[    78,     91,    145,  ...,      0,      0, 320226]]), tensor([[1]])]",320226,0.99999976,49,0.99999976
"[tensor([[    78,     91,    145,  ...,      0,      0, 355328]]), tensor([[1]])]",355328,0.66971505,49,0.66971505
"[tensor([[    78,     91,    145,  ...,      0,      0, 541184]]), tensor([[1]])]",541184,0.99789006,49,0.99777645
"[tensor([[    78,     91,    145,  ...,      0,      0, 667446]]), tensor([[1]])]",667446,1.0,49,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 550372]]), tensor([[1]])]",550372,0.9999852,49,0.9999852
"[tensor([[   78,    91,   145,  ...,     0,     0, 73728]]), tensor([[1]])]",73728,0.99998033,49,0.99998033
"[tensor([[     78,      91,     145,  ...,       0,       0, 1080832]]), tensor([[1]])]",1080832,0.9760242,49,0.9760242
"[tensor([[     78,      91,     145,  ...,       0,       0, 1936210]]), tensor([[1]])]",1936210,0.99999523,49,0.99999523
"[tensor([[   78,    91,    81,  ...,     0,     0, 73728]]), tensor([[1]])]",73728,0.9947395,49,0.9947395
"[tensor([[    78,     91,    145,  ...,      0,      0, 446464]]), tensor([[1]])]",446464,0.9999982,49,0.9999982
"[tensor([[    78,     91,    145,  ...,      0,      0, 360448]]), tensor([[1]])]",360448,0.99995005,49,0.99995005
"[tensor([[    78,     91,    145,  ...,      0,      0, 257024]]), tensor([[1]])]",257024,0.9991642,49,0.9991642
"[tensor([[    78,     91,    145,  ...,      0,      0, 998697]]), tensor([[1]])]",998697,1.0,49,1.0
"[tensor([[   78,    91,   145,  ...,     0,     0, 23284]]), tensor([[1]])]",23284,0.9717174,49,0.9717174
"[tensor([[    78,     91,    145,  ...,      0,      0, 852791]]), tensor([[1]])]",852791,0.98447675,49,0.9835262
"[tensor([[    78,     91,    145,  ...,      0,      0, 105984]]), tensor([[1]])]",105984,0.999634,49,0.9996131
"[tensor([[    78,     91,    145,  ...,      0,      0, 429952]]), tensor([[1]])]",429952,0.9954808,49,0.9954808
"[tensor([[     78,      91,     145,  ...,       0,       0, 1288165]]), tensor([[1]])]",1288165,0.9999958,49,0.9999958
"[tensor([[    78,     91,    145,  ...,      0,      0, 130302]]), tensor([[1]])]",130302,0.7574194,49,0.7574194
"[tensor([[     78,      91,     145,  ...,       0,       0, 1764357]]), tensor([[1]])]",1764357,0.9999975,49,0.9999974
"[tensor([[    78,     91,    145,  ...,      0,      0, 196608]]), tensor([[1]])]",196608,1.0,49,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 200704]]), tensor([[1]])]",200704,0.9999999,49,0.9999999
"[tensor([[   78,    91,   145,  ...,     0,     0, 43098]]), tensor([[1]])]",43098,0.9783532,49,0.9783532
"[tensor([[   78,    91,   145,  ...,     0,     0, 32768]]), tensor([[1]])]",32768,0.9137959,29,0.4936594
"[tensor([[   78,    91,   145,  ...,     0,     0, 49152]]), tensor([[1]])]",49152,0.9992416,49,0.95498097
"[tensor([[    78,     91,    121,  ...,      0,      0, 337257]]), tensor([[1]])]",337257,0.99956137,49,0.99955016
"[tensor([[   78,    91,   145,  ...,     0,     0, 81662]]), tensor([[1]])]",81662,0.6298868,49,0.6298868
"[tensor([[     78,      91,     145,  ...,       0,       0, 1000305]]), tensor([[1]])]",1000305,1.0,49,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 141490]]), tensor([[1]])]",141490,0.8059582,49,0.8059582
"[tensor([[    78,     91,    145,  ...,      0,      0, 328900]]), tensor([[1]])]",328900,0.9999999,49,0.99999833
"[tensor([[    78,     91,    145,  ...,      0,      0, 584164]]), tensor([[1]])]",584164,0.99999976,49,0.99998546
"[tensor([[     78,      91,     145,  ...,       0,       0, 1236992]]), tensor([[1]])]",1236992,1.0,49,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 961546]]), tensor([[1]])]",961546,1.0,49,1.0
"[tensor([[     78,      91,     145,  ...,       0,       0, 1585479]]), tensor([[1]])]",1585479,0.9991215,49,0.9991215
"[tensor([[   78,    91,   145,  ...,     0,     0, 93184]]), tensor([[1]])]",93184,1.0,49,1.0
"[tensor([[   78,    91,    81,  ...,     0,     0, 68368]]), tensor([[1]])]",68368,0.64563555,49,0.64563555
"[tensor([[   78,    91,   145,  ...,     0,     0, 90428]]), tensor([[1]])]",90428,0.99910295,49,0.99910295
"[tensor([[   78,    91,    81,  ...,     0,     0, 68304]]), tensor([[1]])]",68304,0.96325344,49,0.96325344
"[tensor([[   78,    91,   145,  ...,     0,     0, 20992]]), tensor([[1]])]",20992,0.97837466,49,0.97837466
"[tensor([[   78,    91,   129,  ...,     0,     0, 62464]]), tensor([[1]])]",62464,0.9986959,49,0.9986785
"[tensor([[    78,     91,    145,  ...,      0,      0, 416768]]), tensor([[1]])]",416768,0.9999757,49,0.9999757
"[tensor([[    78,     91,    145,  ...,      0,      0, 432512]]), tensor([[1]])]",432512,0.75348616,49,0.75348616
"[tensor([[   78,    91,   145,  ...,     0,     0, 91648]]), tensor([[1]])]",91648,0.9693961,49,0.9693961
"[tensor([[    78,     91,    145,  ...,      0,      0, 801637]]), tensor([[1]])]",801637,1.0,49,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 171520]]), tensor([[1]])]",171520,0.99652123,49,0.99566036
"[tensor([[  78,   91,  145,  ...,    0,    0, 5228]]), tensor([[1]])]",5228,0.9998487,49,0.993956
"[tensor([[  78,   91,  145,  ...,    0,    0, 9216]]), tensor([[1]])]",9216,0.9944277,49,0.9944277
"[tensor([[    78,     91,    145,  ...,      0,      0, 456966]]), tensor([[1]])]",456966,0.99928147,49,0.99928147
"[tensor([[   78,    91,    81,  ...,     0,     0, 90970]]), tensor([[1]])]",90970,0.99951816,49,0.99946266
"[tensor([[    78,     91,    145,  ...,      0,      0, 658625]]), tensor([[1]])]",658625,1.0,49,1.0
"[tensor([[     78,      91,     145,  ...,       0,       0, 1147128]]), tensor([[1]])]",1147128,0.9041542,49,0.9041542
"[tensor([[    78,     91,    145,  ...,      0,      0, 186192]]), tensor([[1]])]",186192,0.95417905,49,0.947402
"[tensor([[    78,     91,    145,  ...,      0,      0, 311822]]), tensor([[1]])]",311822,0.98553884,49,0.98553884
"[tensor([[   78,    91,   145,  ...,     0,     0, 41472]]), tensor([[1]])]",41472,0.9866137,49,0.7278844
"[tensor([[     78,      91,      53,  ...,       0,       0, 1115136]]), tensor([[1]])]",1115136,0.9979208,49,0.9979208
"[tensor([[    78,     91,    145,  ...,      0,      0, 403456]]), tensor([[1]])]",403456,0.94491005,49,0.925671
"[tensor([[    78,     91,    145,  ...,      0,      0, 296025]]), tensor([[1]])]",296025,0.99999714,49,0.99999714
"[tensor([[   78,    91,   145,  ...,     0,     0, 90112]]), tensor([[1]])]",90112,0.9993318,49,0.9993318
"[tensor([[    78,     91,     81,  ...,      0,      0, 802800]]), tensor([[1]])]",802800,0.9999974,49,0.9999974
"[tensor([[    78,     91,    145,  ...,      0,      0, 428544]]), tensor([[1]])]",428544,0.9999894,49,0.9999894
"[tensor([[    78,     91,    145,  ...,      0,      0, 323584]]), tensor([[1]])]",323584,0.99920887,49,0.60577476
"[tensor([[    78,     91,    121,  ...,      0,      0, 331086]]), tensor([[1]])]",331086,0.9997962,49,0.9997962
"[tensor([[   78,    91,   145,  ...,     0,     0, 57344]]), tensor([[1]])]",57344,0.9996413,49,0.9996413
"[tensor([[   78,    91,   145,  ...,     0,     0, 57344]]), tensor([[1]])]",57344,0.9999881,49,0.9999881
"[tensor([[     78,      91,     145,  ...,       0,       0, 1660357]]), tensor([[1]])]",1660357,0.99999976,49,0.99999976
"[tensor([[   78,    91,   145,  ...,     0,     0, 41490]]), tensor([[1]])]",41490,0.99995565,49,0.9972898
"[tensor([[    78,     91,    145,  ...,      0,      0, 446212]]), tensor([[1]])]",446212,0.67414695,49,0.67414695
"[tensor([[   78,    91,    81,  ...,     0,     0, 44872]]), tensor([[1]])]",44872,0.6691386,49,0.6691386
"[tensor([[   78,    91,   145,  ...,     0,     0, 20992]]), tensor([[1]])]",20992,0.99394166,49,0.99394166
"[tensor([[    78,     91,    145,  ...,      0,      0, 500225]]), tensor([[1]])]",500225,0.99997616,49,0.99997604
"[tensor([[   78,    91,    81,  ...,     0,     0, 51280]]), tensor([[1]])]",51280,0.9574947,49,0.95528275
"[tensor([[   78,    91,   145,  ...,     0,     0, 49986]]), tensor([[1]])]",49986,0.90429974,49,0.90429974
"[tensor([[   78,    91,   145,  ...,     0,     0, 32768]]), tensor([[1]])]",32768,0.9998567,49,0.99922514
"[tensor([[   78,    91,   145,  ...,     0,     0, 45056]]), tensor([[1]])]",45056,0.9998246,49,0.9998029
"[tensor([[    78,     91,     81,  ...,      0,      0, 117456]]), tensor([[1]])]",117456,0.9935762,49,0.9935762
"[tensor([[   78,    91,   145,  ...,     0,     0, 20480]]), tensor([[1]])]",20480,0.9995604,49,0.9994911
"[tensor([[   78,    91,   145,  ...,     0,     0, 26112]]), tensor([[1]])]",26112,0.99967694,49,0.9728578
"[tensor([[     78,      91,     145,  ...,       0,       0, 1297408]]), tensor([[1]])]",1297408,0.9999691,49,0.9999691
"[tensor([[    78,     91,     81,  ...,      0,      0, 479896]]), tensor([[1]])]",479896,0.90399987,18,0.47783154
"[tensor([[    78,     91,     81,  ...,      0,      0, 115823]]), tensor([[1]])]",115823,0.90544057,49,0.90544057
"[tensor([[    78,     91,    145,  ...,      0,      0, 716292]]), tensor([[1]])]",716292,0.99961615,49,0.99961615
"[tensor([[    78,     91,    145,  ...,      0,      0, 154624]]), tensor([[1]])]",154624,0.999915,49,0.999915
"[tensor([[   78,    91,   145,  ...,     0,     0, 19766]]), tensor([[1]])]",19766,0.68138754,49,0.68138754
"[tensor([[   78,    91,   145,  ...,     0,     0, 73728]]), tensor([[1]])]",73728,0.94094527,23,0.4885252
"[tensor([[    78,     91,     81,  ...,      0,      0, 682192]]), tensor([[1]])]",682192,0.9851965,49,0.9851965
"[tensor([[    78,     91,    145,  ...,      0,      0, 830855]]), tensor([[1]])]",830855,1.0,49,1.0
"[tensor([[  78,   91,  145,  ...,    0,    0, 7168]]), tensor([[1]])]",7168,0.99999344,49,0.9999924
"[tensor([[    78,     91,    145,  ...,      0,      0, 439276]]), tensor([[1]])]",439276,0.9977894,49,0.95518494
"[tensor([[   78,    91,   145,  ...,     0,     0, 86016]]), tensor([[1]])]",86016,0.9999982,49,0.9999212
"[tensor([[     78,      91,     145,  ...,       0,       0, 1092608]]), tensor([[1]])]",1092608,0.9999999,49,0.9999999
"[tensor([[     78,      91,     145,  ...,       0,       0, 1008529]]), tensor([[1]])]",1008529,0.99979085,49,0.9997844
"[tensor([[    78,     91,    145,  ...,      0,      0, 180177]]), tensor([[1]])]",180177,0.9996921,49,0.9110729
"[tensor([[   78,    91,   145,  ...,     0,     0, 28672]]), tensor([[1]])]",28672,0.9997869,49,0.9997869
