"[tensor([[    78,     91,    145,  ...,      0,      0, 182784]]), tensor([[1]])]",182784,4,190464,0.99999666,0.99999666
"[tensor([[   78,    91,    81,  ...,     0,     0, 49544]]), tensor([[1]])]",49544,0,0,0.10775239,0.10775239
"[tensor([[   78,    91,   145,  ...,     0,     0, 77824]]), tensor([[1]])]",77824,4,84992,0.9994659,0.9994659
"[tensor([[     78,      91,     145,  ...,       0,       0, 1528764]]), tensor([[1]])]",1528764,4,1536000,0.9999951,0.9999951
"[tensor([[    78,     91,     81,  ...,      0,      0, 890660]]), tensor([[1]])]",890660,4,898048,0.94118124,0.94118124
"[tensor([[   78,    91,   145,  ...,     0,     0, 57344]]), tensor([[1]])]",57344,4,64512,0.9983467,0.9983467
"[tensor([[   78,    91,   145,  ...,     0,     0, 32768]]), tensor([[1]])]",32768,4,39936,0.999951,0.999951
"[tensor([[    78,     91,     81,  ...,      0,      0, 834608]]), tensor([[1]])]",834608,4,842752,0.99935085,0.99935085
"[tensor([[   78,    91,   145,  ...,     0,     0, 86016]]), tensor([[1]])]",86016,4,93184,0.9999603,0.9999603
"[tensor([[     78,      91,     145,  ...,       0,       0, 1865767]]), tensor([[1]])]",1865767,4,1873920,1.0,1.0
"[tensor([[   78,    91,   145,  ...,     0,     0, 87588]]), tensor([[1]])]",87588,4,95232,1.0,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 540306]]), tensor([[1]])]",540306,4,547840,0.9999919,0.9999919
"[tensor([[   78,    91,   145,  ...,     0,     0, 16742]]), tensor([[1]])]",16742,4,24576,0.95334226,0.95334226
"[tensor([[   78,    91,   145,  ...,     0,     0, 72704]]), tensor([[1]])]",72704,4,79872,0.9999007,0.9999007
"[tensor([[    78,     91,    145,  ...,      0,      0, 634638]]), tensor([[1]])]",634638,4,642048,1.0,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 565248]]), tensor([[1]])]",565248,4,572416,1.0,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 159256]]), tensor([[1]])]",159256,4,166912,0.83898646,0.83898646
"[tensor([[    78,     91,    145,  ...,      0,      0, 848786]]), tensor([[1]])]",848786,4,856064,0.99952626,0.99952626
"[tensor([[   78,    91,   145,  ...,     0,     0, 47104]]), tensor([[1]])]",47104,4,54272,0.99944836,0.99944836
"[tensor([[    78,     91,    145,  ...,      0,      0, 797812]]), tensor([[1]])]",797812,0,0,0.01979635,0.01979635
"[tensor([[   78,    91,   145,  ...,     0,     0, 19968]]), tensor([[1]])]",19968,4,27648,0.999785,0.999785
"[tensor([[    78,     91,    145,  ...,      0,      0, 320226]]), tensor([[1]])]",320226,4,327680,0.9999999,0.9999999
"[tensor([[    78,     91,     81,  ...,      0,      0, 347940]]), tensor([[1]])]",347940,0,0,0.2329546,0.2329546
"[tensor([[    78,     91,    145,  ...,      0,      0, 355328]]), tensor([[1]])]",355328,4,362496,0.9788425,0.9788425
"[tensor([[    78,     91,    145,  ...,      0,      0, 541184]]), tensor([[1]])]",541184,4,548864,0.999243,0.999243
"[tensor([[    78,     91,    145,  ...,      0,      0, 667446]]), tensor([[1]])]",667446,4,674816,1.0,1.0
"[tensor([[    78,     91,     81,  ...,      0,      0, 801322]]), tensor([[1]])]",801322,0,0,0.15191673,0.15191673
"[tensor([[    78,     91,    145,  ...,      0,      0, 550372]]), tensor([[1]])]",550372,4,558080,0.99999917,0.99999917
"[tensor([[    78,     91,     81,  ...,      0,      0, 132096]]), tensor([[1]])]",132096,0,0,0.00068200834,0.00068200834
"[tensor([[   78,    91,   145,  ...,     0,     0, 73728]]), tensor([[1]])]",73728,4,80896,0.9999814,0.9999814
"[tensor([[    78,     91,     81,  ...,      0,      0, 468992]]), tensor([[1]])]",468992,0,0,0.33915347,0.33915347
"[tensor([[     78,      91,     145,  ...,       0,       0, 1080832]]), tensor([[1]])]",1080832,4,1088512,0.9891461,0.9891461
"[tensor([[     78,      91,     145,  ...,       0,       0, 1936210]]), tensor([[1]])]",1936210,4,1943552,0.99999416,0.99999416
"[tensor([[   78,    91,   145,  ...,     0,     0, 65600]]), tensor([[1]])]",65600,0,0,0.02168588,0.02168588
"[tensor([[   78,    91,    81,  ...,     0,     0, 73728]]), tensor([[1]])]",73728,4,80896,0.9992274,0.9992274
"[tensor([[    78,     91,    145,  ...,      0,      0, 446464]]), tensor([[1]])]",446464,4,453632,0.9999989,0.9999989
"[tensor([[    78,     91,    145,  ...,      0,      0, 423936]]), tensor([[1]])]",423936,0,0,0.03363319,0.03363319
"[tensor([[    78,     91,    145,  ...,      0,      0, 360448]]), tensor([[1]])]",360448,4,367616,0.9999825,0.9999825
"[tensor([[    78,     91,    145,  ...,      0,      0, 257024]]), tensor([[1]])]",257024,4,264192,0.9996338,0.9996338
"[tensor([[    78,     91,    145,  ...,      0,      0, 998697]]), tensor([[1]])]",998697,4,1006592,1.0,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 932083]]), tensor([[1]])]",932083,0,0,0.05879312,0.05879312
"[tensor([[    78,     91,     81,  ...,      0,      0, 121344]]), tensor([[1]])]",121344,0,0,0.0101000555,0.0101000555
"[tensor([[   78,    91,   145,  ...,     0,     0, 23284]]), tensor([[1]])]",23284,4,30720,0.9662888,0.9662888
"[tensor([[    78,     91,    145,  ...,      0,      0, 852791]]), tensor([[1]])]",852791,4,860160,0.9687177,0.9687177
"[tensor([[    78,     91,    145,  ...,      0,      0, 105984]]), tensor([[1]])]",105984,4,113664,0.99705136,0.99705136
"[tensor([[    78,     91,    145,  ...,      0,      0, 429952]]), tensor([[1]])]",429952,4,437248,0.9997776,0.9997776
"[tensor([[     78,      91,     145,  ...,       0,       0, 1288165]]), tensor([[1]])]",1288165,4,1295360,0.9999957,0.9999957
"[tensor([[    78,     91,    145,  ...,      0,      0, 321368]]), tensor([[1]])]",321368,0,0,0.011937536,0.011937536
"[tensor([[    78,     91,    145,  ...,      0,      0, 130302]]), tensor([[1]])]",130302,4,138240,0.9062751,0.9062751
"[tensor([[     78,      91,     145,  ...,       0,       0, 1764357]]), tensor([[1]])]",1764357,4,1772544,0.9999988,0.9999988
"[tensor([[    78,     91,    145,  ...,      0,      0, 196608]]), tensor([[1]])]",196608,4,203776,1.0,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 200704]]), tensor([[1]])]",200704,4,207872,0.9999999,0.9999999
"[tensor([[   78,    91,   145,  ...,     0,     0, 43098]]), tensor([[1]])]",43098,4,51200,0.9992555,0.9992555
"[tensor([[   78,    91,   145,  ...,     0,     0, 32768]]), tensor([[1]])]",32768,0,0,0.39409202,0.39409202
"[tensor([[   78,    91,   145,  ...,     0,     0, 49152]]), tensor([[1]])]",49152,4,56320,0.99988663,0.99988663
"[tensor([[    78,     91,    121,  ...,      0,      0, 337257]]), tensor([[1]])]",337257,4,345088,0.99968207,0.99968207
"[tensor([[    78,     91,     81,  ...,      0,      0, 141640]]), tensor([[1]])]",141640,0,0,0.10616366,0.10616366
"[tensor([[   78,    91,   145,  ...,     0,     0, 81662]]), tensor([[1]])]",81662,0,0,0.120166555,0.120166555
"[tensor([[    78,     91,    145,  ...,      0,      0, 953640]]), tensor([[1]])]",953640,0,0,0.0022119598,0.0022119598
"[tensor([[     78,      91,     145,  ...,       0,       0, 1000305]]), tensor([[1]])]",1000305,4,1007616,1.0,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 141490]]), tensor([[1]])]",141490,4,149504,0.563019,0.563019
"[tensor([[    78,     91,    145,  ...,      0,      0, 328900]]), tensor([[1]])]",328900,4,336896,0.9999999,0.9999999
"[tensor([[    78,     91,    145,  ...,      0,      0, 584164]]), tensor([[1]])]",584164,4,591872,0.99999964,0.99999964
"[tensor([[     78,      91,     145,  ...,       0,       0, 1236992]]), tensor([[1]])]",1236992,4,1244160,1.0,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 961546]]), tensor([[1]])]",961546,4,969728,0.99999976,0.99999976
"[tensor([[     78,      91,     145,  ...,       0,       0, 1585479]]), tensor([[1]])]",1585479,4,1593344,0.9938863,0.9938863
"[tensor([[   78,    91,   145,  ...,     0,     0, 93184]]), tensor([[1]])]",93184,4,100352,1.0,1.0
"[tensor([[   78,    91,    81,  ...,     0,     0, 68368]]), tensor([[1]])]",68368,0,0,0.088883154,0.088883154
"[tensor([[   78,    91,    81,  ...,     0,     0, 55464]]), tensor([[1]])]",55464,0,0,0.0004189416,0.0004189416
"[tensor([[   78,    91,   145,  ...,     0,     0, 90428]]), tensor([[1]])]",90428,4,98304,0.99209327,0.99209327
"[tensor([[   78,    91,    81,  ...,     0,     0, 68304]]), tensor([[1]])]",68304,4,75776,0.738638,0.738638
"[tensor([[   78,    91,   145,  ...,     0,     0, 20992]]), tensor([[1]])]",20992,4,28672,0.998579,0.998579
"[tensor([[     78,      91,     145,  ...,       0,       0, 1985024]]), tensor([[1]])]",1985024,0,0,0.0909908,0.0909908
"[tensor([[   78,    91,   129,  ...,     0,     0, 62464]]), tensor([[1]])]",62464,4,69632,0.99988985,0.99988985
"[tensor([[    78,     91,    145,  ...,      0,      0, 416768]]), tensor([[1]])]",416768,4,423936,0.9994373,0.9994373
"[tensor([[    78,     91,    145,  ...,      0,      0, 432512]]), tensor([[1]])]",432512,4,440320,0.9050264,0.9050264
"[tensor([[   78,    91,   145,  ...,     0,     0, 91648]]), tensor([[1]])]",91648,4,99328,0.9966125,0.9966125
"[tensor([[    78,     91,    145,  ...,      0,      0, 801637]]), tensor([[1]])]",801637,4,808960,1.0,1.0
"[tensor([[    78,     91,    145,  ...,      0,      0, 171520]]), tensor([[1]])]",171520,4,179200,0.99922717,0.99922717
"[tensor([[  78,   91,  145,  ...,    0,    0, 5228]]), tensor([[1]])]",5228,4,13312,0.9999039,0.9999039
"[tensor([[  78,   91,  145,  ...,    0,    0, 9216]]), tensor([[1]])]",9216,4,16384,0.99934214,0.99934214
"[tensor([[    78,     91,    145,  ...,      0,      0, 456966]]), tensor([[1]])]",456966,4,464896,0.99991703,0.99991703
"[tensor([[   78,    91,    81,  ...,     0,     0, 90970]]), tensor([[1]])]",90970,4,98304,0.9996014,0.9996014
"[tensor([[    78,     91,    145,  ...,      0,      0, 658625]]), tensor([[1]])]",658625,4,666624,1.0,1.0
"[tensor([[     78,      91,     145,  ...,       0,       0, 1147128]]), tensor([[1]])]",1147128,4,1155072,0.78748333,0.78748333
"[tensor([[    78,     91,    145,  ...,      0,      0, 186192]]), tensor([[1]])]",186192,4,193536,0.9636294,0.9636294
"[tensor([[    78,     91,    145,  ...,      0,      0, 311822]]), tensor([[1]])]",311822,4,319488,0.99513215,0.99513215
"[tensor([[   78,    91,   145,  ...,     0,     0, 41472]]), tensor([[1]])]",41472,4,49152,0.9868494,0.9868494
"[tensor([[     78,      91,      53,  ...,       0,       0, 1115136]]), tensor([[1]])]",1115136,4,1122304,0.99869007,0.99869007
"[tensor([[    78,     91,    145,  ...,      0,      0, 403456]]), tensor([[1]])]",403456,4,410624,0.99307245,0.99307245
"[tensor([[    78,     91,    145,  ...,      0,      0, 296025]]), tensor([[1]])]",296025,4,304128,0.99999976,0.99999976
"[tensor([[   78,    91,   145,  ...,     0,     0, 90112]]), tensor([[1]])]",90112,4,97280,0.9999304,0.9999304
"[tensor([[     78,      91,     145,  ...,       0,       0, 1015296]]), tensor([[1]])]",1015296,0,0,0.43475914,0.43475914
"[tensor([[    78,     91,     81,  ...,      0,      0, 802800]]), tensor([[1]])]",802800,4,809984,0.9999993,0.9999993
"[tensor([[   78,    91,   145,  ...,     0,     0, 78278]]), tensor([[1]])]",78278,0,0,0.05072869,0.05072869
"[tensor([[    78,     91,    145,  ...,      0,      0, 428544]]), tensor([[1]])]",428544,4,436224,0.9999807,0.9999807
"[tensor([[    78,     91,    145,  ...,      0,      0, 323584]]), tensor([[1]])]",323584,4,330752,0.99995935,0.99995935
"[tensor([[    78,     91,    121,  ...,      0,      0, 331086]]), tensor([[1]])]",331086,4,338944,0.99951994,0.99951994
"[tensor([[   78,    91,   145,  ...,     0,     0, 57344]]), tensor([[1]])]",57344,4,64512,0.99913293,0.99913293
"[tensor([[    78,     91,    145,  ...,      0,      0, 152584]]), tensor([[1]])]",152584,0,0,0.037771117,0.037771117
"[tensor([[   78,    91,   145,  ...,     0,     0, 57344]]), tensor([[1]])]",57344,4,64512,0.9999598,0.9999598
"[tensor([[     78,      91,     145,  ...,       0,       0, 1660357]]), tensor([[1]])]",1660357,4,1668096,0.9999999,0.9999999
"[tensor([[   78,    91,   145,  ...,     0,     0, 41490]]), tensor([[1]])]",41490,4,49152,0.999962,0.999962
"[tensor([[    78,     91,    145,  ...,      0,      0, 446212]]), tensor([[1]])]",446212,0,0,0.44173574,0.44173574
"[tensor([[   78,    91,    81,  ...,     0,     0, 44872]]), tensor([[1]])]",44872,4,52224,0.85477483,0.85477483
"[tensor([[   78,    91,   145,  ...,     0,     0, 20992]]), tensor([[1]])]",20992,4,28672,0.9794524,0.9794524
"[tensor([[    78,     91,    145,  ...,      0,      0, 500225]]), tensor([[1]])]",500225,4,507904,0.9999888,0.9999888
"[tensor([[   78,    91,    81,  ...,     0,     0, 51280]]), tensor([[1]])]",51280,0,0,0.34616068,0.34616068
"[tensor([[   78,    91,   145,  ...,     0,     0, 49986]]), tensor([[1]])]",49986,4,57344,0.8720707,0.8720707
"[tensor([[   78,    91,   145,  ...,     0,     0, 32768]]), tensor([[1]])]",32768,4,39936,0.99670345,0.99670345
"[tensor([[   78,    91,   145,  ...,     0,     0, 45056]]), tensor([[1]])]",45056,4,52224,0.9989491,0.9989491
"[tensor([[    78,     91,     81,  ...,      0,      0, 117456]]), tensor([[1]])]",117456,4,124928,0.89923704,0.89923704
"[tensor([[   78,    91,   145,  ...,     0,     0, 20480]]), tensor([[1]])]",20480,4,27648,0.99575484,0.99575484
"[tensor([[   78,    91,   145,  ...,     0,     0, 26112]]), tensor([[1]])]",26112,4,33792,0.99948835,0.99948835
"[tensor([[     78,      91,     145,  ...,       0,       0, 1297408]]), tensor([[1]])]",1297408,4,1304576,0.9999937,0.9999937
"[tensor([[    78,     91,     81,  ...,      0,      0, 479896]]), tensor([[1]])]",479896,0,0,0.3784783,0.3784783
"[tensor([[    78,     91,     81,  ...,      0,      0, 115823]]), tensor([[1]])]",115823,4,123904,0.69843906,0.69843906
"[tensor([[    78,     91,    145,  ...,      0,      0, 716292]]), tensor([[1]])]",716292,4,723968,0.9999063,0.9999063
"[tensor([[    78,     91,    145,  ...,      0,      0, 154624]]), tensor([[1]])]",154624,4,161792,0.9999467,0.9999467
"[tensor([[    78,     91,    145,  ...,      0,      0, 454928]]), tensor([[1]])]",454928,0,0,0.27621332,0.27621332
"[tensor([[    78,     91,    145,  ...,      0,      0, 735232]]), tensor([[1]])]",735232,0,0,0.43360198,0.43360198
"[tensor([[   78,    91,   145,  ...,     0,     0, 19766]]), tensor([[1]])]",19766,4,27648,0.54462427,0.54462427
"[tensor([[   78,    91,   145,  ...,     0,     0, 73728]]), tensor([[1]])]",73728,4,80896,0.9978454,0.9978454
"[tensor([[    78,     91,     81,  ...,      0,      0, 682192]]), tensor([[1]])]",682192,4,690176,0.9918149,0.9918149
"[tensor([[    78,     91,    145,  ...,      0,      0, 830855]]), tensor([[1]])]",830855,4,838656,0.99999964,0.99999964
"[tensor([[  78,   91,  145,  ...,    0,    0, 7168]]), tensor([[1]])]",7168,4,14336,0.9999989,0.9999989
"[tensor([[    78,     91,    145,  ...,      0,      0, 439276]]), tensor([[1]])]",439276,4,446464,0.99807787,0.99807787
"[tensor([[   78,    91,   145,  ...,     0,     0, 77727]]), tensor([[1]])]",77727,0,0,0.03025855,0.03025855
